age,years_employed,annual_income,credit_score,debt_to_income_ratio,num_existing_loans,previous_defaults,loan_amount,loan_term_months,loan_purpose,avg_monthly_balance,months_as_customer,default
40,6,35600.0,439,0.43,2,0,14500.0,24,home_improvement,1484.02,141,0
62,26,40500.0,624,0.22,1,1,19000.0,24,debt_consolidation,840.96,91,0
38,1,38200.0,414,0.39,0,0,10000.0,24,education,348.7,15,0
35,13,26300.0,458,0.53,1,0,11000.0,12,business,641.27,46,0
28,5,46800.0,458,0.25,2,0,11000.0,48,debt_consolidation,1104.06,38,0
57,8,32700.0,570,0.43,2,0,18000.0,12,business,955.34,117,0
51,24,48500.0,636,0.1,0,0,17500.0,24,home_improvement,1703.87,138,0
31,6,24600.0,540,0.38,3,0,28000.0,36,personal,1403.23,14,0
46,11,22300.0,554,0.21,0,0,5000.0,24,debt_consolidation,657.3,190,0
23,2,29300.0,471,0.41,2,0,17500.0,36,education,148.89,20,0
29,3,15000.0,403,0.2,1,1,5000.0,36,home_improvement,424.49,132,0
27,3,31200.0,549,0.13,0,0,19500.0,12,personal,593.83,10,0
54,14,42600.0,557,0.36,1,0,11500.0,12,education,1638.32,166,0
50,8,30300.0,521,0.04,0,0,21000.0,48,personal,915.83,154,0
45,21,31900.0,587,0.13,1,0,11000.0,36,debt_consolidation,1483.47,11,0
44,9,18100.0,485,0.3,1,1,8500.0,36,home_improvement,434.46,44,0
25,2,16100.0,558,0.45,2,0,5000.0,12,debt_consolidation,377.86,56,0
28,6,42400.0,521,0.33,1,0,17000.0,60,business,100.0,25,0
34,3,29500.0,414,0.28,1,0,14000.0,12,home_improvement,182.09,62,0
38,6,15000.0,451,0.26,2,0,5500.0,48,home_improvement,867.31,88,0
41,16,22700.0,476,0.22,1,0,13500.0,60,business,831.12,74,0
68,30,46500.0,575,0.18,1,0,13000.0,60,education,920.97,102,0
34,1,20400.0,387,0.31,0,0,18000.0,24,home_improvement,960.65,64,0
37,12,17100.0,343,0.23,0,0,5000.0,36,personal,745.06,108,0
47,14,45200.0,390,0.24,2,0,9000.0,36,debt_consolidation,1877.92,120,0
31,3,26600.0,536,0.12,0,0,11000.0,12,personal,374.13,36,0
44,16,39000.0,515,0.24,0,0,6500.0,12,debt_consolidation,2420.99,69,0
52,9,35600.0,556,0.47,0,0,6000.0,60,personal,848.03,45,0
42,10,41000.0,526,0.37,3,0,11500.0,60,debt_consolidation,806.08,55,0
34,2,17100.0,488,0.23,1,0,10000.0,24,home_improvement,230.85,50,0
40,4,29600.0,533,0.3,2,1,19000.0,24,home_improvement,1270.95,57,0
33,14,24900.0,626,0.31,0,1,8500.0,60,home_improvement,1319.07,67,0
39,2,34200.0,466,0.16,1,1,15500.0,24,education,1248.03,46,0
39,10,29200.0,469,0.21,0,0,13000.0,24,business,329.75,63,0
41,7,19000.0,343,0.34,2,1,7000.0,12,personal,100.0,42,0
60,20,31000.0,433,0.17,1,0,19500.0,12,debt_consolidation,627.96,131,0
48,13,24300.0,522,0.25,1,0,12000.0,48,business,1329.77,97,0
50,18,50600.0,511,0.27,2,0,24500.0,24,personal,992.76,151,0
23,3,16500.0,498,0.27,0,0,12500.0,36,home_improvement,721.76,13,0
30,4,29900.0,393,0.13,0,0,13000.0,24,business,180.59,125,0
49,11,18000.0,573,0.16,0,0,8000.0,12,business,520.02,41,0
47,6,21300.0,534,0.19,0,0,5500.0,24,debt_consolidation,149.53,105,0
52,20,27500.0,563,0.16,1,0,5500.0,12,personal,1406.46,156,0
60,14,46400.0,548,0.55,2,0,17000.0,48,debt_consolidation,1280.06,149,0
34,6,21900.0,427,0.25,2,0,7000.0,36,debt_consolidation,690.28,82,0
39,7,30100.0,374,0.43,1,2,20500.0,12,personal,1602.89,135,0
44,14,27300.0,407,0.1,0,0,6000.0,60,home_improvement,396.56,97,0
46,13,17500.0,501,0.12,0,1,5000.0,60,home_improvement,484.31,88,0
24,0,22000.0,481,0.11,0,1,9500.0,36,personal,879.4,21,0
66,32,36000.0,640,0.32,3,0,17000.0,24,personal,519.72,145,0
40,6,40200.0,353,0.33,0,0,8500.0,24,debt_consolidation,815.18,54,0
34,10,40000.0,490,0.34,2,1,23500.0,60,debt_consolidation,161.98,54,0
38,7,26100.0,567,0.33,1,0,5000.0,48,debt_consolidation,515.63,44,0
34,8,32100.0,504,0.31,1,1,6000.0,48,personal,1674.39,69,0
41,5,36800.0,572,0.23,1,1,5000.0,36,home_improvement,1959.82,7,0
29,3,15900.0,388,0.24,1,0,7000.0,60,personal,350.36,1,0
55,18,26200.0,658,0.19,2,0,7000.0,12,education,858.3,121,0
46,10,23200.0,562,0.32,1,0,5000.0,12,home_improvement,544.11,38,0
39,2,28800.0,641,0.23,0,0,21500.0,12,debt_consolidation,446.91,71,0
50,8,32900.0,523,0.15,0,1,10000.0,12,debt_consolidation,1237.09,140,0
42,2,20200.0,519,0.25,1,0,5000.0,24,debt_consolidation,194.99,127,0
32,7,29000.0,547,0.43,0,0,6000.0,48,debt_consolidation,342.1,64,0
53,9,45800.0,624,0.26,1,0,5000.0,36,debt_consolidation,287.61,172,0
66,21,40200.0,499,0.4,2,0,9000.0,36,home_improvement,1351.21,164,0
54,4,32400.0,478,0.41,2,0,9500.0,36,home_improvement,995.45,125,0
55,6,33100.0,639,0.27,1,0,5000.0,36,personal,480.32,170,0
49,20,60000.0,553,0.5,2,0,33500.0,12,home_improvement,1931.04,127,0
32,10,28300.0,513,0.19,1,0,5000.0,24,business,502.57,37,0
52,30,48000.0,499,0.15,0,1,20500.0,24,home_improvement,2666.86,131,0
23,0,26000.0,494,0.19,0,0,23000.0,48,home_improvement,675.85,25,0
29,1,15000.0,605,0.38,1,1,5000.0,24,debt_consolidation,353.01,16,0
49,12,33800.0,537,0.23,1,1,13500.0,36,business,916.93,84,0
56,30,49000.0,646,0.17,0,0,20000.0,60,personal,1811.26,124,0
46,12,34200.0,421,0.51,3,0,5000.0,36,home_improvement,1320.39,28,0
38,16,43900.0,501,0.4,2,0,5000.0,24,personal,1449.93,95,0
61,6,47100.0,531,0.22,1,2,12000.0,24,education,1248.61,67,0
28,6,19600.0,483,0.25,1,0,12000.0,12,home_improvement,408.51,15,0
34,2,30200.0,502,0.19,0,0,12000.0,12,home_improvement,1462.26,97,0
30,8,39600.0,559,0.06,0,0,17000.0,12,business,810.99,130,0
30,6,27000.0,613,0.35,1,0,9000.0,12,personal,1087.98,44,0
42,11,39700.0,566,0.45,3,0,5000.0,48,home_improvement,1262.08,112,0
29,6,111300.0,636,0.31,2,0,28000.0,48,business,415.92,35,0
42,4,20800.0,595,0.51,3,0,23000.0,12,education,237.03,31,0
62,17,53800.0,554,0.31,2,0,10000.0,24,home_improvement,1073.75,155,0
32,9,33700.0,393,0.15,0,0,11000.0,36,home_improvement,684.95,122,0
32,5,28100.0,573,0.33,2,0,13000.0,12,debt_consolidation,382.05,47,0
25,2,15000.0,386,0.4,2,1,6000.0,12,personal,323.19,25,1
48,9,29000.0,468,0.2,2,0,5000.0,12,debt_consolidation,1113.59,102,0
29,6,22100.0,442,0.27,0,0,20500.0,36,debt_consolidation,839.69,118,0
33,4,22000.0,387,0.14,0,2,5000.0,12,education,100.0,72,0
43,6,74400.0,553,0.3,1,1,33500.0,48,personal,1842.78,124,0
38,8,46500.0,528,0.39,1,1,17500.0,36,education,1255.89,22,0
30,3,20400.0,472,0.26,0,0,8000.0,36,debt_consolidation,281.41,45,0
42,4,47700.0,543,0.43,1,0,24000.0,36,personal,1459.27,77,0
41,4,19200.0,406,0.21,2,0,14000.0,60,home_improvement,467.38,150,0
24,4,44300.0,543,0.13,0,1,32000.0,24,debt_consolidation,2333.3,40,0
29,2,17800.0,484,0.11,0,1,5000.0,12,personal,377.12,41,0
30,3,15000.0,471,0.49,1,0,5000.0,24,personal,476.6,54,0
34,1,22800.0,452,0.36,0,0,17000.0,36,home_improvement,329.4,39,0
30,4,23100.0,538,0.35,0,0,13500.0,12,debt_consolidation,708.73,54,0
43,3,19200.0,459,0.22,2,1,5000.0,36,personal,567.25,16,0
27,6,23100.0,393,0.1,0,0,14000.0,36,debt_consolidation,660.5,42,0
57,9,37500.0,489,0.21,2,0,7000.0,60,personal,1154.73,60,0
44,15,22300.0,579,0.23,0,0,23000.0,12,personal,944.39,46,0
34,3,23200.0,620,0.28,1,0,5000.0,24,personal,395.98,108,0
27,3,31600.0,537,0.37,1,0,5000.0,36,personal,249.78,52,0
26,6,19400.0,466,0.12,0,1,19500.0,24,home_improvement,747.14,32,1
36,2,28000.0,439,0.07,0,0,11000.0,36,education,531.1,82,0
32,6,15000.0,431,0.08,0,0,7000.0,12,personal,333.24,62,0
25,2,19500.0,453,0.21,1,0,7500.0,12,debt_consolidation,724.82,20,1
29,3,16600.0,474,0.33,2,0,5000.0,36,debt_consolidation,721.87,33,0
34,2,27800.0,459,0.16,0,2,5000.0,48,home_improvement,787.25,59,0
30,5,26500.0,528,0.22,1,0,10500.0,24,home_improvement,565.78,50,0
25,2,15000.0,508,0.32,1,0,11000.0,60,education,361.33,19,0
59,17,34000.0,536,0.17,1,1,29500.0,48,debt_consolidation,1301.81,159,0
65,23,45800.0,613,0.28,1,0,26500.0,12,debt_consolidation,1291.57,200,0
54,25,65600.0,573,0.3,2,0,18000.0,60,debt_consolidation,1135.81,176,0
40,20,60700.0,539,0.2,0,0,15000.0,48,business,1285.19,102,0
45,8,34200.0,528,0.07,0,0,22000.0,24,education,851.48,70,0
23,1,19900.0,360,0.4,0,0,9500.0,36,debt_consolidation,693.35,5,0
36,12,41500.0,423,0.44,3,1,7500.0,36,personal,1336.81,44,0
41,6,32200.0,468,0.1,0,0,12000.0,24,business,942.82,181,0
43,5,23900.0,537,0.14,0,0,18500.0,48,personal,430.18,56,0
36,11,15700.0,461,0.23,1,0,5000.0,24,education,556.04,23,0
35,5,16500.0,527,0.29,0,0,5000.0,36,home_improvement,909.11,7,0
35,0,15000.0,493,0.23,1,0,8500.0,60,debt_consolidation,333.3,28,0
38,11,25900.0,471,0.48,2,0,5000.0,60,personal,627.85,32,0
56,7,28100.0,460,0.29,1,0,13000.0,12,education,642.62,152,0
48,8,35600.0,602,0.13,1,0,5000.0,24,business,2030.09,114,0
38,7,45100.0,549,0.33,2,1,21500.0,48,debt_consolidation,836.62,57,0
25,6,39700.0,515,0.16,0,0,5000.0,24,education,856.26,62,0
29,4,25200.0,494,0.17,1,1,8000.0,48,education,690.73,25,0
56,28,34300.0,541,0.34,3,0,16500.0,60,home_improvement,1034.75,229,0
49,12,67300.0,522,0.31,2,0,29000.0,12,personal,1522.81,168,0
26,4,27500.0,442,0.11,1,1,12500.0,12,debt_consolidation,644.73,29,0
50,19,47900.0,561,0.17,1,0,9500.0,12,home_improvement,2131.88,104,0
23,2,54000.0,584,0.3,1,0,24000.0,48,personal,542.66,10,0
31,5,15600.0,430,0.22,1,0,21500.0,36,education,557.6,49,0
43,8,20900.0,345,0.2,1,1,24000.0,36,personal,209.61,19,1
42,2,15700.0,544,0.4,1,0,5000.0,24,home_improvement,614.02,32,0
57,16,50500.0,665,0.16,1,1,13000.0,48,personal,1235.51,30,0
37,2,20600.0,415,0.31,0,0,13000.0,60,home_improvement,324.72,58,0
38,4,15000.0,453,0.3,1,0,5000.0,36,business,763.2,128,0
53,5,38600.0,527,0.22,1,0,17000.0,24,debt_consolidation,2055.77,92,0
54,10,42900.0,633,0.23,0,0,8000.0,24,personal,146.36,188,0
40,8,24600.0,566,0.15,0,0,5000.0,48,personal,442.18,80,0
38,9,40900.0,566,0.24,0,0,21500.0,36,debt_consolidation,1285.88,121,0
27,5,15000.0,558,0.23,1,0,9500.0,48,personal,515.31,29,0
40,6,37600.0,446,0.19,0,0,12500.0,24,personal,1241.75,44,0
42,7,22700.0,604,0.48,2,1,5000.0,36,debt_consolidation,504.22,180,0
26,2,19000.0,541,0.23,1,0,11500.0,12,personal,649.15,62,0
25,4,16100.0,539,0.19,1,0,11500.0,36,personal,298.46,8,0
23,2,23400.0,430,0.09,0,0,21000.0,60,personal,148.9,16,0
54,19,35700.0,530,0.47,2,0,17000.0,48,education,148.29,33,0
43,21,23000.0,394,0.29,3,1,7000.0,36,debt_consolidation,1378.48,74,1
36,3,23000.0,401,0.24,1,0,11000.0,60,home_improvement,441.54,75,0
46,8,46700.0,508,0.43,2,0,9500.0,12,personal,1336.48,87,0
27,4,36500.0,418,0.17,1,0,7500.0,12,education,434.47,13,0
62,27,89500.0,623,0.29,2,1,49500.0,12,business,1563.3,70,0
40,5,28500.0,589,0.36,1,1,5000.0,60,debt_consolidation,1255.15,91,0
46,12,56200.0,619,0.11,1,0,26000.0,24,debt_consolidation,1567.13,78,0
41,10,38000.0,664,0.33,0,0,9000.0,24,personal,1255.26,122,0
33,6,37700.0,486,0.26,2,0,23000.0,12,personal,576.67,24,1
28,5,26300.0,443,0.23,1,0,5000.0,48,home_improvement,1004.73,21,0
39,7,37900.0,544,0.07,0,0,9000.0,60,debt_consolidation,900.02,73,0
43,5,32600.0,577,0.2,1,0,21500.0,48,personal,515.47,75,0
36,11,55000.0,415,0.23,3,0,23000.0,36,education,1111.63,104,0
24,3,28900.0,574,0.15,1,0,5000.0,36,personal,752.09,35,0
36,3,23200.0,440,0.3,1,0,12000.0,12,business,518.14,50,0
40,4,28500.0,541,0.26,1,0,5000.0,36,home_improvement,272.98,57,0
38,12,50300.0,512,0.24,2,0,10500.0,24,home_improvement,2858.02,7,0
32,6,33100.0,592,0.25,0,1,8000.0,12,debt_consolidation,966.31,79,0
23,3,37800.0,519,0.22,0,1,9000.0,24,personal,209.78,50,0
43,11,29900.0,557,0.49,2,0,7000.0,24,personal,303.94,22,0
27,3,26200.0,620,0.24,0,0,20000.0,12,business,1055.46,27,0
25,2,31000.0,586,0.26,1,0,17500.0,60,home_improvement,1072.64,37,0
54,23,32900.0,512,0.33,0,0,25000.0,12,personal,268.63,32,0
40,7,18600.0,497,0.34,2,0,5000.0,12,home_improvement,168.77,36,0
61,25,81600.0,579,0.28,0,0,14000.0,60,personal,1646.21,119,0
39,8,18900.0,505,0.41,1,0,6000.0,48,home_improvement,712.19,74,0
31,9,39800.0,504,0.12,1,0,6000.0,48,debt_consolidation,636.71,80,0
32,5,15000.0,415,0.07,0,1,16500.0,12,business,438.51,48,0
43,5,53900.0,597,0.35,1,0,22000.0,48,debt_consolidation,706.94,149,0
50,20,43000.0,581,0.47,0,0,14000.0,48,debt_consolidation,933.41,170,0
39,13,16600.0,592,0.17,0,0,5500.0,12,business,542.2,38,0
38,10,42500.0,519,0.38,1,1,13500.0,24,home_improvement,764.5,68,0
30,6,19500.0,387,0.34,3,0,11000.0,12,debt_consolidation,357.64,52,0
44,17,55300.0,444,0.33,0,1,12500.0,48,personal,1402.12,20,0
38,7,15000.0,416,0.33,1,1,5000.0,12,personal,217.14,66,0
46,7,36400.0,649,0.16,2,1,13000.0,48,debt_consolidation,1207.73,111,0
48,18,34700.0,552,0.2,0,0,5000.0,24,home_improvement,1456.15,118,0
27,2,49000.0,499,0.37,3,0,11000.0,12,business,1417.43,46,0
32,9,32200.0,490,0.28,1,0,9500.0,36,personal,1503.01,37,0
37,5,37800.0,598,0.34,1,0,26500.0,12,education,662.58,74,0
50,16,51500.0,538,0.12,1,0,14000.0,24,education,1996.61,134,0
41,12,15000.0,584,0.56,2,0,15000.0,12,home_improvement,507.12,128,0
51,6,50300.0,557,0.33,2,1,17500.0,24,personal,555.79,121,0
28,5,16300.0,395,0.27,0,0,5000.0,36,education,274.9,35,0
60,18,109100.0,664,0.21,2,0,24500.0,12,home_improvement,3329.1,70,0
31,2,22600.0,471,0.47,1,1,5000.0,48,debt_consolidation,720.09,52,0
29,1,15500.0,482,0.41,1,2,10000.0,24,personal,299.25,56,0
38,5,28300.0,458,0.09,0,0,7000.0,24,personal,1310.12,30,0
38,4,42400.0,474,0.44,3,0,16500.0,60,home_improvement,1073.86,92,0
43,15,17800.0,598,0.35,1,1,11000.0,48,business,244.73,41,0
35,9,64200.0,699,0.24,2,0,18000.0,24,personal,1872.16,11,0
59,6,23500.0,642,0.35,2,0,7000.0,24,debt_consolidation,350.04,105,0
37,7,42400.0,524,0.26,1,0,8500.0,24,business,1466.41,57,0
29,1,24100.0,579,0.13,1,1,10000.0,24,personal,730.53,21,0
31,6,31900.0,537,0.07,0,0,14500.0,24,business,1238.81,73,0
60,13,50400.0,579,0.41,4,0,15000.0,12,personal,2074.49,44,0
47,7,25500.0,448,0.13,1,1,16000.0,36,debt_consolidation,1234.69,64,0
34,7,20500.0,595,0.33,2,1,15500.0,36,business,382.76,76,0
40,5,42100.0,509,0.09,1,2,16500.0,12,personal,1005.61,80,0
40,9,40900.0,417,0.16,0,0,16000.0,36,debt_consolidation,1543.12,75,0
41,10,51400.0,491,0.18,0,0,11500.0,12,personal,1530.61,106,0
47,8,33500.0,528,0.29,3,1,5000.0,24,debt_consolidation,849.85,59,0
35,11,50300.0,551,0.25,1,0,11000.0,12,home_improvement,2444.8,71,0
43,13,29800.0,500,0.18,1,0,12500.0,48,personal,1414.2,77,0
35,9,23200.0,572,0.27,1,0,5000.0,48,home_improvement,120.1,104,0
32,7,19600.0,458,0.32,2,0,5000.0,36,business,754.71,83,0
54,6,22900.0,562,0.28,1,0,8000.0,12,debt_consolidation,897.19,195,0
36,7,19800.0,404,0.16,0,0,5000.0,36,personal,563.79,63,0
35,4,29700.0,494,0.32,2,1,10000.0,12,education,1413.7,43,0
33,6,29600.0,536,0.13,1,0,25500.0,24,personal,1352.94,20,0
30,9,19700.0,549,0.4,0,1,5000.0,12,home_improvement,926.66,22,0
53,14,23900.0,473,0.21,0,0,5000.0,24,home_improvement,567.88,144,0
46,3,25300.0,493,0.32,0,2,5000.0,12,debt_consolidation,418.04,103,1
38,10,55600.0,590,0.25,2,0,10500.0,36,personal,3022.23,27,0
44,14,60900.0,468,0.04,0,0,18500.0,12,business,3067.83,86,0
41,11,83000.0,538,0.18,0,1,16500.0,48,home_improvement,2762.21,70,0
31,8,15000.0,448,0.28,2,1,9500.0,12,business,349.25,5,0
33,8,38700.0,487,0.19,0,0,8000.0,36,debt_consolidation,327.67,33,1
37,10,26900.0,425,0.17,0,0,5000.0,24,home_improvement,711.95,46,0
48,9,41400.0,564,0.4,1,0,5000.0,48,personal,490.64,63,0
28,2,18700.0,522,0.3,0,0,5000.0,24,education,824.91,62,0
41,2,62500.0,510,0.4,3,1,17500.0,60,business,1966.1,90,0
54,16,30400.0,644,0.39,0,0,5000.0,60,home_improvement,1334.52,42,0
40,10,40800.0,457,0.25,0,0,24000.0,24,education,100.0,71,0
36,7,16600.0,453,0.23,0,1,5000.0,36,education,880.4,89,0
40,7,31900.0,423,0.23,2,0,5000.0,12,debt_consolidation,1072.89,52,0
46,17,35500.0,610,0.34,1,0,15500.0,48,home_improvement,913.91,45,0
33,2,53200.0,431,0.33,2,0,24000.0,48,personal,2956.65,31,0
35,9,27200.0,513,0.26,0,0,11000.0,60,personal,364.17,32,0
54,5,44900.0,581,0.36,2,0,18500.0,60,personal,1517.15,129,0
33,8,38900.0,443,0.34,1,0,5000.0,24,business,758.04,49,0
39,7,20100.0,548,0.46,1,1,13000.0,12,personal,520.12,96,0
32,3,39300.0,584,0.38,1,0,8500.0,24,personal,1935.34,77,0
57,14,65800.0,538,0.45,2,0,22000.0,36,home_improvement,895.91,116,0
41,14,65300.0,623,0.35,3,0,10000.0,12,education,739.36,103,0
56,4,31700.0,593,0.29,1,0,13500.0,12,personal,1309.46,76,0
26,0,26000.0,494,0.22,0,0,6000.0,24,debt_consolidation,1422.88,38,0
43,10,31500.0,605,0.32,3,1,16500.0,48,personal,976.08,58,0
49,3,25900.0,541,0.28,2,0,8500.0,12,debt_consolidation,104.0,87,0
34,3,23300.0,597,0.29,2,0,19500.0,48,debt_consolidation,998.19,51,0
51,19,17100.0,544,0.06,0,0,6500.0,48,business,539.47,37,0
39,10,52700.0,577,0.21,2,0,19500.0,12,personal,758.58,139,0
35,3,28900.0,489,0.2,1,1,7500.0,60,home_improvement,870.07,72,0
42,14,44200.0,546,0.51,0,0,9500.0,24,home_improvement,1044.72,152,0
37,14,22900.0,614,0.43,1,1,5000.0,48,debt_consolidation,525.24,92,0
35,6,16900.0,602,0.08,0,0,13500.0,36,debt_consolidation,468.78,86,0
49,20,59000.0,511,0.47,1,0,18000.0,60,personal,2597.56,96,0
36,6,25600.0,488,0.38,1,0,5000.0,12,personal,576.53,61,0
47,22,45300.0,601,0.25,2,0,24500.0,12,home_improvement,1861.26,36,0
23,0,26200.0,548,0.46,0,0,12500.0,60,education,453.32,39,0
23,2,15000.0,489,0.3,3,0,7500.0,24,business,378.31,92,0
50,7,42200.0,563,0.08,1,0,27000.0,12,home_improvement,1257.78,148,0
24,5,22500.0,408,0.06,0,0,6500.0,12,home_improvement,757.92,22,0
28,6,26300.0,487,0.27,1,0,9500.0,36,business,681.88,46,0
53,17,30300.0,602,0.23,1,0,9500.0,24,home_improvement,811.97,148,0
51,19,51300.0,523,0.39,3,1,33500.0,48,personal,2108.6,31,0
25,5,33500.0,585,0.23,2,0,17000.0,48,business,1534.4,70,0
39,7,33500.0,483,0.24,0,1,20500.0,12,business,619.7,123,0
36,10,20100.0,483,0.41,2,0,7000.0,48,debt_consolidation,531.13,37,0
39,8,48000.0,595,0.22,2,0,12000.0,48,education,2737.49,82,0
35,2,21100.0,479,0.23,0,0,5000.0,60,debt_consolidation,303.86,86,0
37,4,53700.0,551,0.2,1,1,5500.0,12,business,1365.14,68,0
45,14,35600.0,563,0.33,2,0,14000.0,12,education,1037.86,43,0
30,9,21400.0,412,0.36,0,0,15000.0,24,business,700.48,40,0
35,9,27900.0,526,0.32,0,0,11000.0,12,debt_consolidation,1547.59,52,0
45,10,45400.0,596,0.32,3,0,28000.0,24,debt_consolidation,1746.21,80,1
39,12,43700.0,459,0.21,3,0,15500.0,12,debt_consolidation,1034.71,125,0
35,8,39100.0,507,0.29,1,1,6000.0,12,home_improvement,555.53,74,0
31,1,26100.0,410,0.18,1,0,5000.0,36,business,631.86,27,0
31,5,34800.0,464,0.3,1,1,21000.0,36,personal,854.16,29,1
29,3,25600.0,486,0.23,2,0,5000.0,12,home_improvement,243.54,40,0
34,6,28700.0,444,0.26,1,0,5000.0,24,debt_consolidation,817.7,111,0
37,4,32200.0,401,0.26,1,0,18000.0,24,debt_consolidation,1110.12,65,0
29,5,39600.0,492,0.34,3,0,14000.0,24,debt_consolidation,1640.8,7,0
33,10,35500.0,482,0.3,2,2,5000.0,36,debt_consolidation,925.13,95,1
63,14,40800.0,590,0.64,4,0,6000.0,12,personal,1482.79,42,0
40,5,30600.0,427,0.33,1,0,13000.0,24,debt_consolidation,726.26,129,0
44,9,43600.0,505,0.11,1,1,22000.0,24,home_improvement,2052.42,117,0
38,1,21700.0,430,0.43,0,0,10000.0,24,personal,1017.11,54,0
33,2,36100.0,487,0.49,2,0,17500.0,48,business,902.11,63,0
28,4,24300.0,381,0.43,2,0,29000.0,24,home_improvement,274.83,15,1
54,16,30300.0,618,0.34,3,0,5000.0,24,home_improvement,847.67,126,0
27,4,46900.0,568,0.38,1,0,26000.0,24,personal,596.93,27,0
31,4,54200.0,453,0.23,1,0,12000.0,12,education,863.59,50,0
56,1,29900.0,563,0.35,3,1,22000.0,24,personal,1297.43,87,0
38,10,27000.0,514,0.24,1,0,30500.0,36,personal,524.61,67,0
46,19,43300.0,526,0.23,0,0,5000.0,12,debt_consolidation,561.09,143,0
38,5,25800.0,539,0.29,1,0,10000.0,36,business,648.1,96,0
33,9,31100.0,493,0.3,2,0,13500.0,24,personal,982.95,62,0
52,9,58900.0,592,0.17,1,1,15000.0,12,personal,452.54,41,0
43,11,49000.0,490,0.39,1,0,14500.0,24,personal,1306.69,33,0
33,1,15000.0,471,0.24,0,2,10500.0,12,home_improvement,100.0,73,0
41,14,20600.0,501,0.28,1,0,10000.0,36,business,199.88,51,0
31,9,15300.0,512,0.24,0,0,5000.0,48,personal,360.81,25,0
28,2,21800.0,396,0.23,0,1,9000.0,12,personal,609.67,64,0
59,29,41200.0,480,0.24,2,0,18500.0,24,personal,1073.08,155,0
30,2,15900.0,461,0.27,0,1,8000.0,12,personal,512.72,45,0
60,18,24100.0,548,0.32,0,1,5000.0,12,personal,308.97,159,0
26,3,33300.0,528,0.13,0,0,12500.0,36,personal,579.16,36,0
44,7,25500.0,511,0.39,1,0,5000.0,24,personal,395.57,98,0
52,6,30700.0,629,0.23,1,0,11000.0,36,business,553.21,159,0
39,6,25300.0,624,0.27,0,1,10000.0,36,debt_consolidation,894.23,39,0
29,8,18800.0,558,0.36,0,0,16000.0,24,personal,454.15,31,1
42,5,17900.0,455,0.19,0,1,5000.0,36,home_improvement,633.95,67,0
41,20,56600.0,531,0.27,1,0,10000.0,24,personal,1838.16,132,0
31,10,51900.0,536,0.11,1,1,15000.0,48,debt_consolidation,887.81,66,0
28,8,15000.0,358,0.09,0,0,5000.0,48,home_improvement,112.24,46,0
36,4,23100.0,402,0.27,1,1,14500.0,24,personal,1098.82,70,0
60,32,29300.0,545,0.36,4,0,14500.0,60,debt_consolidation,761.45,185,0
49,13,33500.0,540,0.58,5,0,5000.0,60,debt_consolidation,506.21,34,0
54,19,24000.0,539,0.3,1,0,15000.0,24,education,1304.1,175,0
31,1,41700.0,534,0.23,1,0,8000.0,36,debt_consolidation,721.77,67,0
31,3,19500.0,416,0.15,1,0,9000.0,60,home_improvement,324.61,28,0
39,12,28800.0,446,0.21,2,1,5000.0,24,home_improvement,507.95,109,0
24,4,44300.0,592,0.24,1,0,13000.0,12,debt_consolidation,583.07,43,0
30,10,32700.0,488,0.43,1,0,9000.0,48,debt_consolidation,175.92,118,0
49,2,48300.0,536,0.13,0,0,23500.0,36,personal,2664.74,46,0
34,7,34400.0,437,0.22,1,0,21500.0,24,personal,410.52,72,0
27,7,27600.0,571,0.39,0,0,13500.0,36,business,564.18,14,0
61,12,28200.0,503,0.63,4,0,20000.0,12,debt_consolidation,1335.59,216,0
33,7,17000.0,412,0.12,0,1,13000.0,24,personal,313.83,75,0
36,6,17100.0,585,0.4,0,0,20500.0,36,personal,426.43,69,0
30,2,30300.0,624,0.32,0,1,16000.0,24,personal,779.79,61,0
56,13,31800.0,504,0.21,1,0,20500.0,24,personal,633.98,167,0
41,12,23400.0,526,0.25,1,0,5000.0,12,personal,387.61,54,0
42,2,47600.0,527,0.26,1,0,32000.0,48,business,1468.25,110,0
43,5,35400.0,524,0.44,4,0,22500.0,24,debt_consolidation,1562.5,105,0
37,8,31600.0,691,0.47,1,0,8000.0,60,education,760.17,21,0
42,14,55300.0,473,0.26,2,1,16000.0,48,education,653.79,64,0
36,8,36900.0,493,0.24,1,1,9000.0,12,personal,1223.68,42,0
53,25,59600.0,653,0.3,0,0,16000.0,36,personal,2207.44,161,0
25,3,20500.0,430,0.37,0,1,11000.0,12,business,605.23,24,0
48,3,29400.0,605,0.31,1,0,5000.0,24,education,891.61,11,0
24,3,19900.0,546,0.32,1,1,5000.0,12,home_improvement,648.22,24,0
32,5,17000.0,581,0.19,1,0,6000.0,36,debt_consolidation,100.0,83,0
56,3,29400.0,582,0.22,2,1,18500.0,36,debt_consolidation,139.93,128,0
22,1,24800.0,487,0.42,1,0,15500.0,36,business,1108.9,16,0
65,29,67300.0,657,0.56,2,0,14000.0,12,personal,1965.48,224,0
29,1,21600.0,535,0.33,0,0,6500.0,48,personal,862.85,39,0
31,6,37500.0,493,0.34,0,0,38500.0,12,personal,819.48,75,0
41,4,22300.0,422,0.36,2,0,16000.0,12,business,688.33,40,0
31,2,17100.0,525,0.41,0,0,14500.0,24,debt_consolidation,757.59,44,0
40,8,25100.0,669,0.05,0,0,5000.0,24,personal,178.51,113,0
